gender,region,education,income,customer lifetime value,policy type,vehicle class,monthly premium auto,total claim amount,number of open complaints
3463,M,West Region,Doctor,59047.0,0.08750643581,Personal Auto,Four-Door Car,76.0,364.8,3.0
3464,F,Central,College,62409.0,0.1066263422,Personal Auto,Four-Door Car,89.0,392.686432,0.0
3465,F,West Region,College,93272.0,0.03861486269,Personal Auto,Four-Door Car,95.0,281.110788,0.0
3466,F,West Region,College,37824.84705495949,0.09807829589000001,Personal Auto,Sports Car,135.0,970.456654,0.0
3467,M,North West,Bachelor,20166.0,0.03252828464,Personal Auto,Two-Door Car,83.0,398.4,0.0
3468,F,East,High School or Below,37824.84705495949,0.02711899826,Personal Auto,Four-Door Car,74.0,355.2,0.0
3469,M,West Region,Bachelor,29735.0,0.024535707940000002,Personal Auto,Four-Door Car,69.0,331.2,0.0
3470,M,West Region,High School or Below,37824.84705495949,0.1122828966,Corporate Auto,Four-Door Car,64.0,772.83851,0.0
3471,F,West Region,High School or Below,97460.0,0.2302089147,Personal Auto,SUV,114.0,660.135987,0.0
3472,M,Central,College,57564.0,0.02458447909,Personal Auto,Two-Door Car,63.0,302.4,1.0
3473,F,Central,Bachelor,33232.0,0.1116007706,Special Auto,Four-Door Car,94.0,435.527845,0.0
3474,F,Central,College,11854.0,0.1311874322,Personal Auto,Four-Door Car,113.0,807.721213,0.0
3475,F,West Region,College,23843.0,0.061201853449999996,Personal Auto,Four-Door Car,79.0,344.693511,0.0
3476,F,Central,College,17961.0,0.1388103947,Personal Auto,Sports Car,181.0,476.707749,0.0
3477,F,West Region,College,37824.84705495949,0.047874729729999996,Personal Auto,Four-Door Car,64.0,360.110955,0.0
3478,F,Central,College,54695.0,0.08177048957,Personal Auto,SUV,103.0,494.4,0.0
3479,M,West Region,College,85632.0,0.03309248219,Personal Auto,Two-Door Car,82.0,7.2574,0.0
3480,F,West Region,Bachelor,37824.84705495949,0.1463545158,Personal Auto,SUV,139.0,667.2,0.0
3481,F,West Region,High School or Below,37824.84705495949,0.05120615661,Personal Auto,Four-Door Car,76.0,277.220384,4.0
3482,F,North West,High School or Below,39895.0,0.1925303441,Personal Auto,SUV,160.0,765.591167,0.0
3483,F,East,Bachelor,95815.0,0.06646749298,Personal Auto,Four-Door Car,82.0,393.6,0.0
3484,F,West Region,High School or Below,37224.0,0.08742472473,Personal Auto,Four-Door Car,74.0,355.2,0.0
3485,M,West Region,Bachelor,37824.84705495949,0.08467369512999999,Personal Auto,SUV,122.0,1100.088685,0.0
3486,F,Central,College,94652.0,0.06992531494,Personal Auto,Four-Door Car,86.0,412.8,0.0
3487,F,Central,Bachelor,28582.0,0.1303703339,Personal Auto,Sports Car,112.0,537.6,0.0
3488,F,Central,High School or Below,91123.0,0.10883787850000001,Corporate Auto,SUV,138.0,103.462381,3.0
3489,M,Central,Bachelor,85942.0,0.09114276631999998,Personal Auto,Four-Door Car,116.0,79.340118,2.0
3490,F,Central,High School or Below,64321.0,0.3044253824,Personal Auto,Luxury SUV,253.0,422.438297,0.0
3491,M,Central,Doctor,77025.0,0.051043547189999997,Personal Auto,Two-Door Car,64.0,380.917107,2.0
3492,M,North West,High School or Below,16997.0,0.021741119870000002,Personal Auto,Two-Door Car,65.0,468.0,3.0
3493,M,West Region,Bachelor,52408.0,0.09890210998,Personal Auto,Sports Car,125.0,179.125777,0.0
3494,M,West Region,Bachelor,37824.84705495949,0.08719125849,Personal Auto,Four-Door Car,116.0,556.8,1.0
3495,M,Central,Bachelor,37573.0,0.08516751366,Corporate Auto,SUV,112.0,537.6,3.0
3496,F,Central,High School or Below,45893.0,0.1160684868,Personal Auto,Two-Door Car,97.0,465.6,0.0
3497,F,West Region,High School or Below,37824.84705495949,0.03731504584,Corporate Auto,Four-Door Car,96.0,460.8,0.0
3498,M,Central,College,29385.0,0.03303090814,Personal Auto,Two-Door Car,88.0,422.4,2.0
3499,M,West Region,College,21509.0,0.08888875454,Personal Auto,Two-Door Car,81.0,413.492922,1.0
3500,F,Central,Bachelor,68144.0,0.08173503139999999,Personal Auto,Four-Door Car,70.0,336.0,4.0
3501,M,Central,Bachelor,31093.0,0.049239504340000004,Personal Auto,Four-Door Car,63.0,302.4,0.0
3502,M,Central,High School or Below,24350.0,0.02823501795,Corporate Auto,Four-Door Car,73.0,350.4,3.0
3503,M,East,College,32823.0,0.07824372789,Personal Auto,SUV,100.0,480.0,0.0
3504,M,East,College,44843.0,0.08311854644,Personal Auto,SUV,105.0,391.419263,0.0
3505,F,North West,Master,59364.0,0.05384532684,Corporate Auto,Four-Door Car,67.0,321.6,0.0
3506,M,North West,College,39101.0,0.03978665051,Personal Auto,Four-Door Car,99.0,167.174678,0.0
3507,M,West Region,High School or Below,37824.84705495949,0.062375072909999996,Personal Auto,Two-Door Car,90.0,432.0,1.0
3508,F,East,High School or Below,27604.0,0.06969880957999999,Corporate Auto,Two-Door Car,92.0,441.6,1.0
3509,F,West Region,High School or Below,91603.0,0.05024029643,Personal Auto,Four-Door Car,64.0,307.2,5.0
3510,F,East,Master,59828.0,0.08414080425,Personal Auto,SUV,104.0,499.2,0.0
3511,M,Central,College,33247.0,0.028015628310000002,Special Auto,Four-Door Car,72.0,284.956298,0.0
3512,M,West Region,College,45867.0,0.050109178469999995,Personal Auto,Sports Car,126.0,604.8,0.0
3513,F,West Region,College,54827.0,0.049977806879999996,Personal Auto,Four-Door Car,64.0,132.947215,0.0
3514,F,West Region,Bachelor,37824.84705495949,0.02236085718,Corporate Auto,Two-Door Car,64.0,307.2,3.0
3515,M,Central,Bachelor,47170.0,0.10934737259999999,Corporate Auto,Sports Car,139.0,667.2,0.0
3516,F,West Region,Bachelor,21947.0,0.03289132998,Personal Auto,Four-Door Car,83.0,366.90936,0.0
3517,F,North West,College,39018.0,0.1401410119,Personal Auto,SUV,117.0,561.6,0.0
3518,M,Central,Master,20252.0,0.05604330774,Personal Auto,Four-Door Car,71.0,198.227061,0.0
3519,M,North West,Bachelor,37824.84705495949,0.02912235077,Personal Auto,Four-Door Car,88.0,633.6,0.0
3520,M,North West,Master,48602.0,0.056168453259999994,Corporate Auto,Two-Door Car,70.0,487.884823,0.0
3521,F,West Region,Bachelor,97849.0,0.07504685954,Special Auto,Four-Door Car,62.0,183.117146,0.0
3522,F,North West,College,41479.0,0.03746751625,Personal Auto,Two-Door Car,94.0,19.575683,1.0
3523,F,North West,Bachelor,69746.0,0.02959819985,Personal Auto,Four-Door Car,74.0,225.032781,0.0
3524,M,West Region,Bachelor,96748.0,0.07725535708,Personal Auto,Two-Door Car,96.0,460.8,0.0
3525,M,North West,Bachelor,25074.0,0.1324863735,Personal Auto,Two-Door Car,112.0,537.6,0.0
3526,M,Central,Master,66463.0,0.02717781848,Personal Auto,Two-Door Car,68.0,326.4,0.0
3527,M,East,High School or Below,34865.0,0.027341491580000002,Corporate Auto,Four-Door Car,69.0,255.946801,0.0
3528,M,West Region,College,37399.0,0.09199388961,Personal Auto,Four-Door Car,116.0,392.826082,0.0
3529,M,West Region,College,21070.0,0.2904971315,Corporate Auto,Sports Car,195.0,1404.0,0.0
3530,F,North West,Bachelor,31562.0,0.049566206380000005,Personal Auto,Four-Door Car,66.0,316.8,4.0
3531,F,West Region,Master,54684.0,0.05574959173999999,Personal Auto,Four-Door Car,71.0,487.070965,2.0
3532,M,North West,High School or Below,37388.0,0.09192592887,Corporate Auto,SUV,117.0,561.6,0.0
3533,F,Central,Bachelor,84981.0,0.03878770231,Personal Auto,Four-Door Car,96.0,4.719043,0.0
3534,M,Central,Master,24046.0,0.044191169710000006,Personal Auto,Two-Door Car,116.0,556.8,0.0
3535,M,West Region,High School or Below,20993.0,0.04772943848,Personal Auto,SUV,133.0,638.4,0.0
3536,M,North West,College,48029.0,0.09101523916,Personal Auto,SUV,116.0,556.8,0.0
3537,M,Central,Bachelor,16233.0,0.07609089616,Personal Auto,Luxury Car,197.0,1418.4,0.0
3538,M,Central,College,30718.0,0.026686626970000002,Personal Auto,Two-Door Car,67.0,321.6,1.0
3539,M,North West,High School or Below,60277.0,0.051419764130000004,Personal Auto,Four-Door Car,65.0,146.390518,0.0
3540,M,West Region,Bachelor,37824.84705495949,0.0745149202,Personal Auto,SUV,107.0,770.4,0.0
3541,M,Central,Bachelor,31911.0,0.026201670979999998,Personal Auto,Four-Door Car,68.0,245.893663,0.0
3542,F,Central,Bachelor,61402.0,0.04909844198,Personal Auto,Two-Door Car,62.0,252.157829,0.0
3543,F,West Region,College,34335.0,0.08023075248,Corporate Auto,Two-Door Car,101.0,484.8,0.0
3544,M,Central,College,71467.0,0.204466023,Personal Auto,Two-Door Car,86.0,324.879569,0.0
3545,M,East,College,37824.84705495949,0.04966848441,Personal Auto,Four-Door Car,74.0,532.8,0.0
3546,M,East,High School or Below,36168.0,0.03549016697,Personal Auto,Four-Door Car,90.0,432.0,0.0
3547,F,North West,College,58357.0,0.05350367001,Personal Auto,Sports Car,137.0,708.220713,2.0
3548,M,West Region,College,29692.0,0.08065234636999999,Personal Auto,Four-Door Car,77.0,449.352139,0.0
3549,M,North West,High School or Below,29215.0,0.07892824093,Personal Auto,Four-Door Car,67.0,327.656191,0.0
3550,F,North West,High School or Below,37824.84705495949,0.045409925000000004,Personal Auto,Two-Door Car,61.0,486.121464,0.0
3551,M,East,High School or Below,26841.0,0.02852527169,Personal Auto,Four-Door Car,74.0,418.534381,1.0
3552,F,Central,Bachelor,34837.0,0.10720417439999999,Personal Auto,SUV,139.0,667.2,1.0
3553,F,Central,Bachelor,33068.0,0.047953872950000004,Personal Auto,Four-Door Car,61.0,213.038013,1.0
3554,F,East,College,44820.0,0.051823934470000006,Personal Auto,Sports Car,133.0,336.13217,3.0
3555,F,Central,Bachelor,49564.0,0.2262074841,Corporate Auto,Sports Car,193.0,286.370988,0.0
3556,M,Central,College,19581.0,0.02320750557,Personal Auto,Four-Door Car,61.0,377.24342,0.0
3557,M,North West,High School or Below,37824.84705495949,0.07714650119,Corporate Auto,Two-Door Car,74.0,532.8,0.0
3558,M,North West,Bachelor,23129.0,0.07880337212,Personal Auto,Four-Door Car,70.0,491.65337,0.0
3559,M,East,Bachelor,37824.84705495949,0.09029940704,Personal Auto,SUV,138.0,1376.958592,0.0
3560,F,Central,High School or Below,25411.0,0.06965423975,Personal Auto,Four-Door Car,86.0,242.807725,0.0
3561,F,Central,High School or Below,28513.0,0.1511440241,Personal Auto,SUV,100.0,480.0,1.0
3562,M,North West,High School or Below,69346.0,0.22523706300000002,Special Auto,Two-Door Car,63.0,246.284609,1.0
3563,F,North West,High School or Below,74835.0,0.1076017612,Corporate Auto,SUV,133.0,107.645982,0.0
3564,F,North West,Master,43282.0,0.05808932598,Personal Auto,Two-Door Car,72.0,166.799814,0.0
3565,F,Central,Bachelor,11276.0,0.3059161257,Corporate Auto,Four-Door Car,91.0,436.8,1.0
3566,M,Central,College,37824.84705495949,0.02220187426,Personal Auto,Four-Door Car,62.0,311.506082,2.0
3567,M,North West,Bachelor,10037.0,0.04914035833,Personal Auto,Four-Door Car,71.0,292.181494,0.0
3568,F,North West,Doctor,21986.0,0.0239557,Personal Auto,Two-Door Car,63.0,333.696228,0.0
3569,F,Central,Doctor,85609.0,0.055225242230000006,Personal Auto,SUV,136.0,652.8,0.0
3570,M,North West,College,86347.0,0.1580875757,Personal Auto,Sports Car,130.0,593.779554,0.0
3571,F,North West,College,20368.0,0.02827328603,Corporate Auto,Four-Door Car,72.0,345.6,0.0
3572,F,West Region,Master,25778.0,0.05421524497000001,Corporate Auto,Two-Door Car,68.0,20.141289,0.0
3573,F,Central,High School or Below,43860.0,0.0251459196,Corporate Auto,Four-Door Car,65.0,156.124914,0.0
3574,M,North West,College,93303.0,0.051576422819999995,Corporate Auto,Four-Door Car,65.0,40.757983,0.0
3575,M,North West,High School or Below,67467.0,0.04874665223,Personal Auto,Two-Door Car,61.0,365.879938,0.0
3576,M,Central,High School or Below,30598.0,0.041980252499999995,Personal Auto,SUV,106.0,508.8,0.0
3577,F,Central,College,55350.0,0.05380898636,Personal Auto,Four-Door Car,67.0,321.6,0.0
3578,F,West Region,High School or Below,11432.0,0.1346692071,Corporate Auto,SUV,119.0,571.2,0.0
3579,M,North West,College,27093.0,0.02424424678,Personal Auto,Four-Door Car,61.0,292.8,0.0
3580,M,Central,Bachelor,37824.84705495949,0.03823853815,Personal Auto,SUV,108.0,777.6,0.0
3581,F,North West,High School or Below,37824.84705495949,0.1388332934,Corporate Auto,Luxury Car,197.0,1418.4,0.0
3582,F,North West,College,38961.0,0.024385338969999996,Corporate Auto,Two-Door Car,62.0,297.6,0.0
3583,F,North West,Doctor,51840.0,0.3409003598,Corporate Auto,Two-Door Car,94.0,33.747903,0.0
3584,M,Central,Bachelor,79181.0,0.02840302575,Personal Auto,Four-Door Car,72.0,241.277426,0.0
3585,M,North West,Bachelor,14072.0,0.2412750402,Special Auto,Four-Door Car,71.0,511.2,0.0
3586,M,West Region,College,56225.0,0.07596143777,Personal Auto,Four-Door Car,97.0,465.6,0.0
3587,M,East,High School or Below,14909.0,0.1509627023,Personal Auto,Luxury Car,199.0,1238.077611,0.0
3588,M,Central,High School or Below,26876.0,0.06005214792,Personal Auto,Four-Door Car,76.0,364.8,0.0
3589,M,North West,College,68401.0,0.0345523067,Personal Auto,Four-Door Car,88.0,242.254164,0.0
3590,F,Central,College,29730.0,0.05728581037,Personal Auto,Four-Door Car,72.0,463.21435,0.0
3591,F,North West,High School or Below,35577.0,0.05163228365,Personal Auto,SUV,130.0,574.51239,0.0
3592,M,West Region,Master,41958.0,0.02602650842,Corporate Auto,Four-Door Car,66.0,206.818326,1.0
3593,F,North West,Master,77915.0,0.32643076509999996,Personal Auto,Four-Door Car,115.0,552.0,0.0
3594,F,North West,Bachelor,15514.0,0.0278974739,Corporate Auto,Four-Door Car,74.0,355.2,0.0
3595,F,Central,College,29505.0,0.1125009857,Personal Auto,Luxury Car,284.0,1979.444237,0.0
3596,F,West Region,College,31356.0,0.16510967219999997,Personal Auto,Two-Door Car,68.0,326.4,0.0
3597,F,West Region,College,31456.0,0.07607983712000001,Personal Auto,Luxury SUV,199.0,436.695385,0.0
3598,F,Central,High School or Below,95284.0,0.056037393199999994,Personal Auto,Four-Door Car,69.0,327.647322,0.0
3599,M,Central,High School or Below,37824.84705495949,0.0667444805,Personal Auto,Two-Door Car,98.0,931.648937,0.0
3600,F,East,Bachelor,62864.0,0.04049415027,Personal Auto,Two-Door Car,104.0,171.213743,0.0
3601,M,North West,College,22842.0,0.04958016206,Personal Auto,Four-Door Car,65.0,468.0,0.0
3602,F,West Region,Bachelor,67186.0,0.07850128057,Personal Auto,Four-Door Car,66.0,184.936711,0.0
3603,M,Central,High School or Below,37824.84705495949,0.06382583452,Personal Auto,Four-Door Car,87.0,417.6,0.0
3604,F,North West,College,68946.0,0.05737499595,Personal Auto,Four-Door Car,71.0,309.627788,0.0
3605,F,North West,Bachelor,56680.0,0.07688023506000001,Personal Auto,SUV,100.0,480.0,2.0
3606,F,Central,High School or Below,18866.0,0.048734366120000004,Personal Auto,SUV,126.0,604.8,0.0
3607,F,West Region,High School or Below,82875.0,0.02824681217,Personal Auto,Four-Door Car,70.0,455.337179,0.0
3608,F,Central,College,37824.84705495949,0.03722368016,Personal Auto,SUV,109.0,523.2,2.0
3609,F,West Region,Bachelor,84863.0,0.05535963648,Corporate Auto,SUV,138.0,691.697458,0.0
3610,F,West Region,College,37824.84705495949,0.047278341,Personal Auto,SUV,127.0,609.6,0.0
3611,M,West Region,Bachelor,54753.0,0.02378667328,Personal Auto,Four-Door Car,61.0,292.8,0.0
3612,F,West Region,College,76381.0,0.09337895228,Special Auto,Two-Door Car,116.0,556.8,0.0
3613,M,West Region,Bachelor,59523.0,0.06189994337,Personal Auto,Four-Door Car,78.0,343.789779,1.0
3614,F,Central,Bachelor,56017.0,0.05638262608,Corporate Auto,Four-Door Car,71.0,51.995897,0.0
3615,M,Central,Master,14306.0,0.05264361755,Corporate Auto,Four-Door Car,74.0,355.061143,3.0
3616,F,Central,Bachelor,21359.0,0.040356838299999996,Personal Auto,Sports Car,101.0,484.8,0.0
3617,F,Central,Bachelor,86101.0,0.041174696999999996,Personal Auto,SUV,102.0,344.736945,0.0
3618,M,East,Bachelor,25998.0,0.08382478392,Personal Auto,Four-Door Car,71.0,791.878042,0.0
3619,F,West Region,Master,64341.0,0.02435147986,Personal Auto,Four-Door Car,61.0,79.934072,0.0
3620,F,West Region,High School or Below,36060.0,0.06599081932,Special Auto,Sports Car,165.0,774.558233,0.0
3621,M,North West,High School or Below,61894.0,0.05353932122,Personal Auto,Four-Door Car,67.0,266.996814,0.0
3622,M,North West,High School or Below,26721.0,0.06747524275,Personal Auto,Four-Door Car,65.0,312.0,3.0
3623,F,Central,Bachelor,59940.0,0.07412135255999999,Personal Auto,Four-Door Car,94.0,303.098944,0.0
3624,M,East,Master,45971.0,0.05512342258,Special Auto,SUV,138.0,139.826393,0.0
3625,M,North West,Bachelor,80055.0,0.0401534005,Corporate Auto,SUV,100.0,121.945071,0.0
3626,M,Central,College,58345.0,0.07772473464,Personal Auto,Four-Door Car,98.0,346.971517,0.0
3627,F,North West,College,37824.84705495949,0.046389453649999995,Personal Auto,Two-Door Car,71.0,143.276484,3.0
3628,M,North West,Bachelor,76549.0,0.1050750144,Personal Auto,SUV,132.0,616.349424,0.0
3629,F,Central,Master,36212.0,0.1755699121,Personal Auto,Two-Door Car,73.0,119.033795,0.0
3630,F,West Region,Bachelor,37824.84705495949,0.09103700091000001,Personal Auto,Sports Car,131.0,628.8,0.0
3631,M,West Region,High School or Below,73597.0,0.13110548989999998,Personal Auto,SUV,114.0,485.183645,5.0
3632,F,West Region,High School or Below,63762.0,0.08006219948,Personal Auto,Four-Door Car,99.0,108.161276,0.0
3633,M,West Region,Bachelor,32787.0,0.06807271588,Personal Auto,Two-Door Car,86.0,568.58486,0.0
3634,F,West Region,Bachelor,94962.0,0.026276102019999997,Personal Auto,Two-Door Car,67.0,321.6,4.0
3635,F,North West,High School or Below,37824.84705495949,0.09095744565000001,Personal Auto,Luxury Car,256.0,1943.772393,0.0
3636,F,West Region,College,73809.0,0.05015643575,Special Auto,SUV,125.0,537.315879,0.0
3637,F,North West,Bachelor,13037.0,0.04726869327,Personal Auto,SUV,124.0,839.348464,0.0
3638,M,West Region,High School or Below,37824.84705495949,0.030591821810000003,Personal Auto,Four-Door Car,88.0,989.200247,0.0
3639,F,North West,College,75272.0,0.041225699569999996,Personal Auto,SUV,103.0,71.647924,0.0
3640,F,Central,Master,39278.0,0.02620903729,Personal Auto,Four-Door Car,66.0,65.590217,0.0
3641,M,North West,Bachelor,36913.0,0.049388932409999996,Personal Auto,Four-Door Car,62.0,90.569696,0.0
3642,M,West Region,Bachelor,37824.84705495949,0.04691043597,Personal Auto,Four-Door Car,74.0,407.218947,1.0
3643,M,West Region,College,13528.0,0.06005847375,Personal Auto,Four-Door Car,86.0,412.8,0.0
3644,M,West Region,Bachelor,37824.84705495949,0.049416501589999995,Personal Auto,SUV,137.0,986.4,0.0
3645,F,East,Bachelor,37824.84705495949,0.02254402024,Personal Auto,Four-Door Car,65.0,768.797656,1.0
3646,F,Central,High School or Below,37824.84705495949,0.02554032052,Corporate Auto,Four-Door Car,72.0,405.804184,0.0
3647,M,Central,Doctor,12617.0,0.08123955565999999,Personal Auto,SUV,108.0,648.925597,0.0
3648,F,North West,High School or Below,42754.0,0.1907909518,Personal Auto,Two-Door Car,65.0,279.715067,4.0
3649,M,North West,College,37824.84705495949,0.10461582979999999,Corporate Auto,Sports Car,155.0,1116.0,0.0
3650,F,West Region,High School or Below,76157.0,0.0466922664,Personal Auto,Two-Door Car,116.0,556.8,0.0
3651,F,North West,Bachelor,37824.84705495949,0.04903810606,Personal Auto,Four-Door Car,66.0,469.6093,0.0
3652,M,North West,High School or Below,58958.0,0.8332538119,Personal Auto,Luxury Car,231.0,1108.8,0.0
3653,F,North West,Bachelor,37824.84705495949,0.08009028202,Personal Auto,SUV,107.0,740.963933,0.0
3654,F,North West,Bachelor,37824.84705495949,0.23895677899999998,Personal Auto,Four-Door Car,98.0,705.6,0.0
3655,F,North West,High School or Below,34430.0,0.07732385103,Personal Auto,Two-Door Car,65.0,184.958966,0.0
3656,M,North West,High School or Below,13411.0,0.0941628441,Personal Auto,SUV,127.0,609.6,0.0
3657,M,West Region,Bachelor,73758.0,0.05923518828,Personal Auto,Four-Door Car,74.0,301.562622,0.0
